,id,Grade 7 Grades,Grade 8 Grades
115,00117619,"[' B+ ', ' B+ ', ' A+ ', ' A+ ', ' A+ ', ' A ', ' A ', ' A+ ', ' A+ ']","[' A+ ', ' B+ ', ' A+ ', ' A+ ', ' B+ ', ' A ', ' A+ ', ' A+ ']"
116,00123030,"[' B ', ' 86 ', ' B ', '   ', '   ', ' A ', ' C+ ', ' A+ ', ' B+ ', ' A ']","[' B ', ' B ', ' B+ ', ' A ', ' A ', ' A ', ' A ', ' A ', ' A ', ' A+ ']"
117,00117617,"[' B ', ' B+ ', ' C+ ', ' B ', ' A+ ', ' C+ ', ' B+ ', ' B+ ']","[' D ', ' A+ ', ' B ', ' C+ ', ' P ', ' A ', ' C ', ' C+ ', ' B+ ', ' A ']"
118,00117674,"['   ', '   ', ' C+ ', ' B+ ', ' A+ ', ' A+ ', ' A ', ' B+ ', ' P ', ' A+ ']","[' A ', ' A ', ' A ', ' A+ ', ' A+ ', ' A ', ' A+ ', ' A ', ' A+ ']"
119,00117725,"[' B+ ', ' A ', ' A ', ' A+ ', ' A ', ' A ', ' A ', ' A+ ']","[' B+ ', ' A+ ', ' A+ ', ' A+ ', ' A ', ' A ', ' A+ ', ' A ']"
120,00118500,"[' A+ ', ' A ', ' A+ ', ' A+ ', ' A+ ', ' A+ ', ' A+ ', ' A+ ', ' A+ ']","[' A+ ', ' A+ ', ' A+ ', ' A+ ', ' A+ ', ' A+ ', ' A+ ', ' A+ ']"
121,00117622,"['   ', '   ', '   ', '   ', '   ', '   ', '   ', '   ', '   ', ' B+ ', ' A ', ' P ', ' A+ ', ' A+ ', ' A ', ' A ', '   ', ' A ', ' A+ ']","[' A ', ' A+ ', ' A+ ', ' A+ ', ' A+ ', ' A+ ', ' A+ ', ' A ']"
122,00142855,"[' B+ ', ' B+ ', ' 96 ', ' B+ ', '   ', '   ', ' A ', ' B ', ' A ', ' B+ ', ' A ']","[' C ', ' C+ ', ' C+ ', ' P ', ' P ', ' A ', ' B ', ' B ', ' A ', ' A ', ' A ', ' A+ ']"
123,00122869,"[' A ', ' B+ ', ' A ', ' A+ ', ' B ', ' A ', ' P ', ' A ']","[' A ', ' A+ ', ' A+ ', ' A+ ', ' A ', ' A ', ' A+ ', ' A+ ']"
124,00134904,"['   ', '   ', '   ', '   ', '   ', '   ', ' B+ ', '   ', '   ', ' A ', ' A ', ' A+ ', ' B ', ' B+ ', ' P ', ' A+ ']","[' C ', ' A ', ' A+ ', ' A+ ', ' B+ ', ' A ', ' A ', ' A ']"
125,00122968,"[' B+ ', ' B+ ', ' A ', '   ', '   ', ' A ', ' B ', ' B+ ', ' A ', ' A ']","[' B ', ' B+ ', ' P ', ' A+ ', ' A ', ' B+ ', ' A+ ', ' A ', ' A ']"
126,00122955,"[' C+ ', ' B+ ', ' A+ ', ' A+ ', ' B+ ', ' B+ ', '   ', ' P ', ' A ']","[' B+ ', ' A ', ' A ', ' A+ ', ' A+ ', ' A ', ' A ', ' A+ ', ' A+ ']"
127,00117634,"[' B+ ', ' B+ ', ' A+ ', ' A+ ', ' A ', ' B+ ', ' A+ ', ' A ', ' P ']","[' A ', ' B+ ', ' A+ ', ' A+ ', ' B+ ', ' A ', ' A+ ', ' A ']"
128,00145265,"['   ', ' B ', '   ', '   ', ' A+ ', ' B+ ', ' P ', ' A+ ', ' B ', ' B+ ', ' A ']","[' A ', ' B+ ', '   ', ' A+ ', ' A+ ', ' B+ ', ' B+ ', ' A+ ', ' A+ ']"
129,00118078,"['   ', '   ', ' B+ ', '   ', ' A+ ', ' A ', ' A+ ', ' A ', ' A ', ' A ', ' A+ ']","[' A ', ' A ', ' A ', ' A+ ', ' A+ ', ' A ', ' A ', ' A+ ', ' A+ ']"
130,00121869,"[' A ', ' A ', ' A ', ' 9', '   ', '   ', ' A ', ' B+ ', ' A ', ' A ', ' A ']","[' A+ ', ' B+ ', ' P ', ' A ', ' A+ ', ' A ', ' A+ ', ' A ', ' A+ ']"
131,00117912,"[' B ', ' B+ ', ' A ', ' A+ ', ' B+ ', ' B+ ', ' A ', ' A+ ']","[' A ', ' B ', ' B+ ', ' A ', ' A+ ', ' B+ ', ' B+ ', ' A ', ' A+ ']"
132,00117487,"['   ', ' B ', '   ', ' B+ ', ' P ', ' A+ ', ' A+ ', ' B ', ' A ', ' P ', ' A+ ']","[' A ', ' A ', ' A+ ', ' A+ ', ' A+ ', ' A ', ' A+ ', ' A+ ']"
133,00119424,"[' B ', ' 81 ', ' B ', '   ', '   ', ' A ', ' C+ ', ' B+ ', ' B ', ' A+ ']","[' B+ ', ' A+ ', ' A ', ' B+ ', ' P ', ' A ', ' B+ ', ' A ', ' A+ ', ' A+ ']"
134,00126101,"[' B ', ' B ', ' A+ ', ' A+ ', ' B+ ', ' B+ ', ' A+ ', ' A+ ', ' P ']","[' A ', ' B+ ', ' A+ ', ' A+ ', ' B ', ' B+ ', ' A+ ', ' A+ ']"
135,00117783,"[' A+ ', ' A+ ', ' A+ ', ' A+ ', ' A+ ', ' A+ ', ' A+ ', ' A+ ', ' P ']","[' A+ ', ' A+ ', ' A+ ', ' A+ ', ' A+ ', ' A+ ', ' A+ ', ' A+ ']"
136,00117495,"[' A ', ' A+ ', ' B+ ', '   ', '   ', ' A+ ', ' A ', ' A ', ' A ', ' A ']","[' A ', ' A+ ', ' P ', ' A+ ', ' A+ ', ' A ', ' A+ ', ' A ', ' A ']"
137,00117810,"[' A+ ', ' A+ ', ' A+ ', ' A+ ', ' A+ ', ' A+ ', ' A+ ', ' A+ ', ' P ']","[' A+ ', ' A+ ', ' A+ ', ' A+ ', ' A+ ', ' A+ ', ' A+ ', ' A+ ']"
138,00117676,"[' B+ ', ' A ', ' A ', '   ', ' A ', ' B+ ', ' A+ ', ' A ']","[' A ', ' A ', ' A+ ', ' A ', ' A+ ', ' A ', ' A+ ', ' A ', ' A+ ', ' A ']"
139,00122094,"[' B+ ', ' A ', ' A ', ' A+ ', ' B+ ', ' A ', ' P ', ' A ']","[' A ', ' B+ ', ' A+ ', ' A+ ', ' A ', ' B+ ', ' A ', ' A ']"
140,00117442,"[' B ', ' B ', ' A+ ', ' A+ ', ' B+ ', ' B+ ', ' P ', ' A+ ']","[' A+ ', ' A ', ' A+ ', ' A+ ', ' A+ ', ' A ', ' A ', ' A ']"
141,00117497,"[' A ', ' A ', ' B+ ', '   ', '   ', ' A+ ', ' A ', ' A ', ' A ', ' A ']","[' A ', ' A ', ' A+ ', ' A ', ' A ', ' A ', ' A+ ', ' A ', ' A ', ' A+ ']"
142,00118195,"[' B+ ', ' A+ ', ' A ', '   ', ' A ', ' A ', ' A+ ', ' A ']","[' A ', ' A+ ', ' P ', ' A+ ', ' A+ ', ' A ', ' A+ ', ' A+ ', ' A ']"
143,00124368,"[' B+ ', ' A ', ' A ', '   ', ' A ', ' A ', ' A ', ' B+ ']","[' A+ ', ' A ', ' P ', ' A+ ', ' A+ ', ' A ', ' A ', ' A+ ', ' A+ ']"
144,00126842,"[' A+ ', ' A+ ', ' A ', '   ', '   ', ' A+ ', ' A ', ' A+ ', ' A ', ' A+ ']","[' A+ ', ' P ', ' P ', ' A+ ', ' A+ ', ' A+ ', ' A+ ', ' A+ ', ' A+ ']"
145,00126844,"[' A ', ' A+ ', ' A ', ' 97 ', '   ', '   ', ' A ', ' A ', ' A+ ', ' A ', ' A ']","[' A+ ', ' A+ ', ' A+ ', ' A ', ' A+ ', ' A+ ', ' A+ ', ' A ', ' A+ ', ' A+ ']"
146,00118254,"[' B+ ', ' B+ ', ' P ', ' A+ ', ' A+ ', ' B+ ', ' B+ ', ' P ', ' B+ ']","[' B+ ', ' A+ ', ' A+ ', ' A+ ', ' A ', ' A ', ' A ', ' A+ ']"
147,00117639,"[' B ', ' B ', ' B ', '   ', ' A ', ' B ', ' A ', ' B+ ']","[' B+ ', ' A ', ' A+ ', ' A ', ' B+ ', ' A ', ' A+ ', ' A ', ' A ', ' A+ ']"
148,00117915,"[' B ', ' B ', '   ', '   ', ' A+ ', ' A+ ', ' A ', ' B+ ', ' A ']","[' A+ ', ' B+ ', ' B+ ', ' P ', ' P ', ' A ', ' A ', ' A ', ' A+ ', ' A ', ' A ']"
149,00117831,"[' A+ ', ' A ', ' 93 ', ' A ', '   ', '   ', ' A+ ', ' A ', ' A+ ', ' A+ ']","[' A ', ' B+ ', ' P ', ' P ', ' A+ ', ' A+ ', ' A+ ', ' A ', ' A+ ', ' A+ ']"
150,00118955,"[' A ', ' A ', ' B+ ', '   ', '   ', ' A+ ', ' B+ ', ' A ', ' A ', ' A ']","[' A ', ' A ', ' P ', ' A+ ', ' A+ ', ' A ', ' A+ ', ' A ', ' A ']"
151,00117918,"[' B+ ', ' B+ ', ' B+ ', ' 92 ', '   ', '   ', ' A ', ' B ', ' B ', ' A ', ' B+ ']","[' B+ ', ' B ', ' P ', ' P ', ' A+ ', ' A ', ' A ', ' A ', ' A+ ', ' A ']"
152,00123192,"[' B+ ', ' A ', ' P ', ' A+ ', ' A+ ', ' A ', ' A ', '   ', ' A ', ' A+ ']","[' B+ ', ' A ', ' A+ ', ' A+ ', ' A ', ' A+ ', ' A+ ', ' A+ ']"
153,00138653,"[' C+ ', ' B ', ' A+ ', ' A+ ', ' A ', ' B ', '   ', ' P ', ' A+ ']","[' A ', ' A ', ' A ', ' A+ ', ' A+ ', ' B+ ', ' A ', ' A+ ', ' A+ ']"
154,00117723,"[' B ', ' A ', ' 95 ', ' B ', '   ', ' A+ ', ' C+ ', ' B ', ' B+ ', ' B+ ']","[' B ', ' A+ ', ' A ', ' B+ ', ' P ', ' A ', ' B+ ', ' C ', ' B ', ' A+ ']"
155,00119770,"[' B ', ' A ', ' A+ ', ' A+ ', ' A ', ' A ', '   ', ' P ', ' A ']","[' A ', ' A+ ', ' A+ ', ' A+ ', ' A+ ', ' A+ ', ' A+ ', ' B ']"
156,00127186,"[' B ', '   ', ' B+ ', ' A ', ' A+ ', ' B+ ', ' B+ ', ' A ', ' A+ ']","[' B+ ', ' A ', ' B+ ', ' A ', ' A+ ', ' B ', ' B+ ', ' A ', ' A+ ']"
157,00121404,"[' A ', ' B+ ', ' B+ ', '   ', '   ', ' A+ ', ' B+ ', ' A ', ' A ']","[' B+ ', ' A+ ', ' B+ ', ' B ', ' P ', ' A ', ' B ', ' A ', ' B+ ', ' B+ ']"
158,00121104,"[' A ', ' B+ ', ' B+ ', ' 85 ', '   ', '   ', ' A+ ', ' B ', ' B ', ' A ', ' A ']","[' B ', ' B+ ', ' P ', ' A ', ' B+ ', ' B ', ' A ', ' A+ ', ' A ']"
159,00117819,"[' B+ ', ' B ', ' 89 ', ' B ', '   ', ' A+ ', ' B ', ' A+ ', ' A ', ' A ']","[' A ', ' A ', ' A ', ' A ', ' A ', ' A ', ' A+ ', ' A ', ' A ', ' A+ ']"
160,00118253,"[' B+ ', '   ', ' A ', ' A ', ' A+ ', ' A ', ' A ', ' A ', ' A+ ']","[' A ', ' A ', ' A+ ', ' A+ ', ' A ', ' A ', ' A+ ', ' A+ ']"
161,00118000,"[' A ', ' A ', ' A+ ', ' A+ ', ' A+ ', ' A+ ', ' A+ ', ' A+ ', ' A+ ']","[' A+ ', ' A+ ', '   ', ' A+ ', ' A+ ', ' A+ ', ' A ', ' A+ ', ' A+ ']"
162,00127006,"[' B+ ', ' A ', ' P ', ' A+ ', ' A+ ', ' A ', ' A ', '   ', ' A ', ' A+ ']","[' B+ ', ' A+ ', ' A+ ', ' A+ ', ' A ', ' A+ ', ' A+ ', ' A+ ']"
163,00122361,[],"[' B+ ', ' B ', ' B ', ' A ', ' A+ ', ' A ', ' A ', ' A+ ', ' A+ ']"
164,00117806,"[' B ', ' A ', ' P ', ' A+ ', ' A+ ', ' B+ ', ' B+ ', ' P ', ' B+ ']","[' B ', ' A ', ' A+ ', ' A+ ', ' A+ ', ' A ', ' A+ ', ' A ']"
165,00117441,"[' B+ ', ' A+ ', ' B+ ', ' A+ ', ' B+ ', ' B+ ', ' P ', ' A+ ']","[' A ', ' B+ ', ' A+ ', ' A+ ', ' A ', ' A ', ' A+ ', ' A ']"
166,00117502,"[' A ', ' A ', ' A+ ', ' A+ ', '   ', '   ', ' A+ ', ' A ', ' P ', ' A+ ']","[' A+ ', ' A+ ', ' A+ ', ' A+ ', ' A+ ', ' A+ ', ' A+ ', ' A+ ']"
167,00127657,"[' A ', ' A ', ' A ', '   ', '   ', ' A ', ' B+ ', ' A+ ', ' A ', ' A ']","[' A+ ', ' B ', ' P ', ' A ', ' A+ ', ' A ', ' A+ ', ' A+ ', ' A+ ']"
168,00117485,"[' A ', ' A ', ' A+ ', ' A+ ', ' A ', ' A+ ', ' A+ ', ' A+ ', ' P ']","[' A+ ', ' A ', ' A+ ', ' A+ ', ' A+ ', ' A+ ', ' A+ ', ' A+ ']"
169,00122902,"[' A ', ' A+ ', ' B+ ', '   ', '   ', ' A+ ', ' A ', ' A ', ' B+ ', ' A ']","[' A ', ' A+ ', ' A+ ', ' A+ ', ' A+ ', ' A ', ' A+ ', ' A ', ' A+ ', ' A ']"
170,00117548,"[' B ', ' B ', '   ', '   ', ' A+ ', ' C+ ', ' B+ ', ' A ', ' A ']","[' B ', ' B ', ' B ', ' B+ ', ' B ', ' A ', ' B+ ', ' A ', ' B+ ', ' A+ ']"
171,00117817,"[' A ', ' A ', ' A+ ', ' A+ ', ' A+ ', ' A+ ', ' A+ ', ' A+ ', ' A+ ']","[' A+ ', ' A+ ', ' A+ ', ' A+ ', ' A+ ', ' A+ ', ' A+ ', ' A+ ']"
172,00117759,"[' B+ ', ' A ', ' A+ ', ' A+ ', ' A+ ', ' A ', ' A ', ' A+ ', ' A+ ']","[' A+ ', ' A ', ' A+ ', ' A+ ', ' A+ ', ' A+ ', ' A+ ', ' A+ ']"
173,00126590,"[' A ', ' A ', ' A ', '   ', '   ', ' A+ ', ' B ', ' A+ ', ' A ', ' A ']","[' A ', ' B+ ', ' P ', ' P ', ' A+ ', ' A ', ' A+ ', ' A+ ', ' A+ ', ' A+ ']"
174,00118725,"[' B+ ', ' A ', ' A ', ' A ', ' A ', ' A ', ' A+ ', ' B+ ']","[' B+ ', ' A+ ', ' A ', ' B+ ', ' P ', ' A ', ' A ', ' B+ ', ' B+ ', ' A ', ' A+ ']"
175,00126534,"[' A ', ' A ', ' A ', '   ', ' A ', ' A ', ' A+ ', ' A+ ']","[' A ', ' A+ ', ' A+ ', ' A ', ' A+ ', ' A ', ' A+ ', ' A ', ' A+ ', ' A+ ']"
176,00118024,"['   ', '   ', ' B+ ', '   ', '   ', '   ', ' A ', ' A+ ', ' A+ ', ' A ', ' A+ ', ' A ', ' A ']","[' B ', ' B ', ' A+ ', ' A+ ', ' A ', ' A ', ' A+ ', ' A ']"
177,00115841,"[' A ', ' B+ ', ' B+ ', '   ', '   ', ' A ', ' B ', ' B+ ', ' A ', ' A ']","[' B+ ', ' A+ ', ' B ', ' P ', ' A ', ' B+ ', ' A+ ', ' A ', ' A+ ', ' A ']"
178,00122963,"[' B ', ' C+ ', ' C ', ' B+ ', ' B+ ']","[' A+ ', ' A ', ' B ', ' P ', ' P ', ' A ', ' B+ ', ' A+ ', ' A+ ', ' A ', ' A ']"
179,00120166,"[' A ', ' A ', ' A+ ', ' A+ ', ' A+ ', ' A ', ' A+ ', ' A+ ', ' P ']","[' A+ ', ' A+ ', ' A+ ', ' A+ ', ' A+ ', ' A+ ', ' A+ ', ' A+ ']"
180,00128507,"[' A ', ' C+ ', ' 96 ', ' B+ ', '   ', '   ', ' A ', ' C+ ', ' A ', ' B+ ', ' A ']","[' B+ ', ' B ', ' B ', ' A ', ' B ', ' B ', ' A+ ', ' A ', ' A ', ' A+ ']"
181,00117651,"[' B ', ' B+ ', ' P ', ' A+ ', ' A+ ', ' B ', ' B+ ', '   ', ' P ', ' B ']","[' B+ ', ' A ', ' A ', ' A+ ', ' A+ ', ' A ', ' A ', ' A+ ', ' A+ ']"
182,00117670,"[' A ', ' B+ ', ' A ', '   ', '   ', ' A+ ', ' A ', ' A+ ', ' A ', ' A ']","[' A ', ' B ', ' P ', ' A ', ' B+ ', ' A ', ' A+ ', ' A+ ', ' A ']"
183,00117503,"[' A ', ' A ', ' A+ ', ' A+ ', ' A+ ', ' A+ ', ' A+ ', ' A+ ', ' A+ ']","[' A+ ', ' A+ ', ' A+ ', ' A+ ', ' A+ ', ' A+ ', ' A+ ', ' A+ ']"
184,00116449,"[' B ', ' B+ ', ' 83 ', ' B ', '   ', ' A ', ' B ', ' C+ ', ' B+ ', ' A ']","[' B+ ', ' A+ ', ' B+ ', ' B ', ' P ', ' A ', ' B+ ', ' B+ ', ' A ', ' B ']"
185,00118359,"[' B+ ', ' C+ ', ' B+ ', ' 86 ', '   ', '   ', ' A ', ' C+ ', ' B+ ', ' A ', ' A ']","[' B+ ', ' A+ ', ' B+ ', ' B+ ', ' P ', ' A ', ' B ', ' A ', ' B ', ' A+ ']"
186,00128772,"['   ', '   ', ' B ', '   ', '   ', ' B ', ' P ', ' A+ ', ' A+ ', ' B+ ', ' A ', ' P ', ' A ']","[' A ', ' A ', ' A+ ', ' A+ ', ' A+ ', ' A ', ' A+ ', ' A+ ']"
187,00118889,"[' B+ ', ' B+ ', ' A ', ' 89 ', '   ', '   ', ' A ', ' B ', ' A ', ' A ', ' A ']","[' A ', ' C+ ', ' P ', ' P ', ' A+ ', ' A ', ' A+ ', ' A ', ' A+ ', ' A ']"
188,00118168,"[' A ', ' B+ ', ' B+ ', '   ', ' A ', ' A ', ' A ', ' A ']","[' B+ ', ' A ', ' B+ ', ' P ', ' P ', ' A+ ', ' A+ ', ' A ', ' A ', ' A+ ', ' A ', ' A+ ']"
189,00117452,"[' B ', '   ', '   ', '   ', ' B+ ', ' A+ ', ' A+ ', ' A ', ' A ', '   ', '   ', ' P ', ' A ']","[' A+ ', ' A ', ' A+ ', ' A+ ', ' A ', ' A ', ' A+ ', ' A ']"
190,00118681,"[' A ', ' A+ ', ' A ', '   ', '   ', ' A ', ' A ', ' A+ ', ' B+ ', ' A ']","[' A ', ' A+ ', ' P ', ' A+ ', ' A+ ', ' A ', ' A+ ', ' A+ ', ' A ']"
191,00117514,"[' A ', ' A+ ', ' A+ ', ' A+ ', ' A+ ', ' A+ ', ' A ', ' A+ ', ' A+ ']","[' A+ ', ' A+ ', ' A+ ', ' A+ ', ' A ', ' A+ ', ' A+ ', ' A+ ']"
192,00121102,"[' C+ ', ' A ', ' P ', ' A+ ', ' A+ ', ' B ', ' B ', '   ', '   ', '   ', ' A ', ' B+ ']","[' B ', ' A+ ', ' A+ ', ' A+ ', ' B ', ' A ', ' A ', ' A ']"
193,00117765,"[' A ', ' A ', ' B+ ', '   ', '   ', ' A+ ', ' B+ ', ' A ', ' A ', ' A ']","[' B ', ' A ', ' P ', ' A ', ' B+ ', ' B ', ' A+ ', ' A ', ' A ']"
194,00131183,[],"[' A+ ', ' A ', ' A ', ' A ', ' A+ ', ' A+ ', ' A+ ', ' A ', ' A+ ']"
195,00116507,"[' B+ ', ' B+ ', ' 83 ', ' B ', '   ', '   ', ' A+ ', ' B ', ' B+ ', ' A ']","[' B ', ' B ', ' B ', ' A ', ' B ', ' A ', ' A ', ' A ', ' A ', ' A+ ']"
196,00118150,"[' B ', ' B ', ' B+ ', '   ', '   ', ' A ', ' C+ ', ' A ', ' A ', ' B+ ']","[' A ', ' D ', ' P ', ' P ', ' A+ ', ' A ', ' A+ ', ' A+ ', ' A+ ', ' A+ ']"
197,00145284,"['   ', '   ', ' B ', ' B+ ', ' P ', ' A+ ', ' A+ ', ' B+ ', ' A ', ' P ', ' B+ ']","[' B+ ', ' A ', ' B+ ', ' A+ ', ' A+ ', ' B+ ', ' A ', ' A+ ', ' A ']"
198,00115598,"[' A ', ' A ', ' B+ ', ' 89 ', '   ', '   ', ' A ', ' B+ ', ' A ', ' A ', ' B+ ']","[' A+ ', ' A ', ' P ', ' A ', ' A+ ', ' A+ ', ' A+ ', ' A ', ' A+ ']"
199,00134689,"[' A ', ' A ', ' A+ ', ' A+ ', ' A+ ', ' A ', ' A ', ' A+ ', ' A+ ']","[' A+ ', ' A+ ', ' A+ ', ' A+ ', ' A ', ' A+ ', ' A+ ', ' A+ ']"
200,00132613,"[' B+ ', ' A ', ' A ', ' A+ ', ' A ', ' A ', ' A ', ' A+ ']","[' A ', ' A+ ', ' A ', ' A+ ', ' A+ ', ' A+ ', ' A+ ', ' A+ ', ' A+ ']"
201,00140983,"['   ', ' B ', ' A+ ', ' A ', ' P ', ' A+ ', ' B+ ', ' A ', ' A+ ']","[' B+ ', ' A ', ' B+ ', ' A+ ', ' A+ ', ' B+ ', ' A ', ' A+ ', ' A+ ']"
202,00117746,"[' C+ ', ' C+ ', ' B+ ', '   ', ' A ', ' B ', ' B+ ', ' B ']","[' B ', ' A+ ', ' B ', ' A ', ' B ', ' B ', ' B+ ', ' A+ ', ' B ']"
203,00117707,"[' B+ ', ' B ', ' A+ ', ' A+ ', ' A+ ', ' B ', ' B+ ', ' A+ ', ' A+ ']","[' A+ ', ' B ', ' A+ ', ' A+ ', ' B+ ', ' B+ ', ' A ', ' A ']"
204,00117431,"[' A ', ' B+ ', ' B+ ', ' 88 ', '   ', '   ', ' A+ ', ' B+ ', ' A ', ' A ', ' B+ ']","[' A+ ', ' B+ ', ' P ', ' P ', ' A+ ', ' A ', ' A+ ', ' A+ ', ' A+ ', ' A+ ']"
205,00118005,"[' B+ ', ' A ', ' A ', '   ', '   ', ' A ', ' A ', ' A ', ' A ', ' A ']","[' A+ ', ' A ', ' A+ ', ' A ', ' A ', ' A+ ', ' A+ ', ' A ', ' A ', ' A+ ']"
206,00117704,"[' A ', ' A+ ', ' A+ ', ' A+ ', ' A+ ', ' A ', ' A+ ', ' A+ ', ' P ']","[' A+ ', ' A ', ' A+ ', ' A+ ', ' A+ ', ' A ', ' A+ ', ' A+ ']"
207,00118251,"[' B ', '   ', ' A ', '   ', ' A ', ' A+ ', ' B+ ', ' A ', '   ', ' A ', ' A+ ']","[' B+ ', ' B+ ', ' A+ ', ' A+ ', ' A ', ' A+ ', ' A ', ' A+ ']"
208,00118812,"[' B ', ' B+ ', ' 74 ', ' C+ ', '   ', ' A ', ' D ', ' C ', ' B+ ', ' B+ ']","[' C+ ', ' A+ ', ' C ', ' P ', ' A ', ' B ', ' B+ ', ' C+ ', ' A ', ' B+ ']"
209,00117454,"[' A+ ', ' A+ ', ' A+ ', ' A+ ', ' A+ ', ' A+ ', ' A+ ', ' A+ ', ' P ']","[' P ', ' A+ ', ' A+ ', ' A+ ', ' A+ ', ' A+ ', ' A+ ', ' A+ ']"
210,00117149,"[' A ', ' A ', ' A ', '   ', '   ', ' A ', ' A ', ' A+ ', ' A ', ' A ']","[' A+ ', ' B+ ', ' P ', ' P ', ' A+ ', ' A+ ', ' A+ ', ' A+ ', ' A+ ', ' A+ ']"
211,00117505,"[' A ', ' A ', ' A+ ', ' A+ ', ' A+ ', ' A+ ', ' A ', ' A+ ', ' A+ ']","[' A+ ', ' A+ ', ' A+ ', ' A+ ', ' A ', ' A+ ', ' A+ ', ' A+ ']"
212,00117739,"[' B+ ', ' B+ ', ' 96 ', ' A ', '   ', ' A+ ', ' B+ ', ' A+ ', ' A ', ' A ']","[' B+ ', ' B+ ', ' A+ ', ' A ', ' A ', ' A ', ' A+ ', ' A ', ' A ', ' A+ ']"
213,00118015,"[' B ', ' A ', ' A+ ', ' A+ ', ' A ', ' A ', '   ', '   ', ' P ', ' A ']","[' A+ ', ' A+ ', ' A+ ', ' A+ ', ' A+ ', ' A+ ', ' A+ ', ' B+ ']"
214,00117318,"[' B+ ', ' B ', '   ', '   ', ' A+ ', ' B ', ' B+ ', ' A ', ' B+ ']","[' B ', ' A+ ', ' C+ ', ' B ', ' P ', ' A ', ' C+ ', ' A ', ' B ', ' A ', ' A+ ']"
215,00115686,"[' B ', ' B+ ', ' A ', ' C+ ', '   ', ' A+ ', ' B ', ' A ', ' A ', ' B+ ']","[' B ', ' B ', ' P ', ' C ', ' A ', ' B+ ', ' B+ ', ' A+ ', ' A+ ', ' A ', ' B+ ']"
216,00117524,"[' A ', ' A ', ' P ', ' A+ ', ' A+ ', ' A ', ' A+ ', '   ', ' P ', ' A+ ']","[' A+ ', ' A ', ' A+ ', ' A+ ', ' A+ ', ' A+ ', ' A+ ', ' A+ ']"
217,00122906,"['   ', '   ', '   ', '   ', '   ', '   ', ' C+ ', '   ', '   ', ' B+ ', ' A+ ', ' A+ ', ' B+ ', ' B+ ', '   ', ' P ', ' A ']","[' A ', ' A+ ', ' A+ ', ' A+ ', ' A ', ' A+ ', ' A ', ' A ']"
